sbjNo;sbjlevel;studyPrg;sbjName;elective;numCurr;numSchd;srvProvider;srvClient;sbjNotes;lecNo;lecName;lec1stn;lecRoom;lecNotes;isprof;lecDept;supervisor;term;cntLec;cntCurr;cntSchd;assNotes
2KTB_8812;7;KTB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2KTB_8812;7;KTB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2KTB_8812;7;KTB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2KTB_8832;7;KTB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;0;2;2;
2KTB_8832;7;KTB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0;2;2;
2KTB_8832;7;KTB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1516;0;2;2;
2KTB_8842;7;KTB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;SS15;0;2;2;
2KTB_8842;7;KTB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1415;0;2;2;
2KTB_8842;7;KTB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1516;0;2;2;
2KTB_8912;7;KTB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0;2;2;
2KTB_8912;7;KTB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;0;2;2;
2KTB_8912;7;KTB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1516;0;2;2;
2KTB_8922;7;KTB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2KTB_8922;7;KTB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2KTB_8922;7;KTB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2KTB_8942;7;KTB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;SS15;0;2;2;
2KTB_8942;7;KTB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1415;0;2;2;
2KTB_8942;7;KTB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1516;0;2;2;
2SWB_5001;5;SWT;Ingenieurmethodiken 2;P;4;0;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;WS1415;1;0;0;
2SWB_5001;5;SWT;Ingenieurmethodiken 2;P;4;0;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;WS1415;2;0;0;
2SWB_5001;5;SWT;Ingenieurmethodiken 2;P;4;0;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;2;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;SS15;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;WS1415;0,6;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;SS15;0,4;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;WS1415;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1415;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;SS15;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0,4;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1415;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;0,6;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;1,6;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;0;0;0;
2SWB_6011;6;SWT;Studienarbeit;P;0;0;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;SS15;0,4;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;WS1415;2;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;SS15;1,6;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;WS1415;1,6;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0,4;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;0,4;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1415;0,4;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;2;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;0;0;0;
2SWB_7000;7;SWT;Bachelorarbeit;P;0;0;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;0,4;0;0;
2SWB_8702;7;SWT;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;
2SWB_8702;7;SWT;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1415;2;2;2;
2SWB_8702;7;SWT;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1516;2;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;1;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;1;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;SS15;0;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;WS1415;1;2;2;
2SWB_8722;7;SWT;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;WS1516;1;2;2;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;SS15;0;2;2;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1415;1;2;2;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1516;1;2;2;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;SS15;0;0;0;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1415;1;0;0;
2SWB_8732;7;SWT;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1516;1;0;0;
2SWB_8742;7;SWT;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;"
2SWB_8742;7;SWT;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1415;2;2;2;"
2SWB_8742;7;SWT;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1516;2;2;2;"
2SWB_8812;7;SWT;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;2;0;0;
2SWB_8832;7;SWT;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;2;2;2;
2SWB_8832;7;SWT;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0;2;2;
2SWB_8832;7;SWT;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1516;0;2;2;
2SWB_8842;7;SWT;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;SS15;2;2;2;
2SWB_8842;7;SWT;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1415;0;2;2;
2SWB_8842;7;SWT;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1516;0;2;2;
2SWB_8862;7;SWT;Programmieren in C#;W;2;2;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;2;0;0;
2SWB_8882;7;SWT;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;SS15;0;2;2;
2SWB_8882;7;SWT;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;WS1415;2;2;2;
2SWB_8882;7;SWT;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;WS1516;2;2;2;
2SWB_8912;7;SWT;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0;2;2;
2SWB_8912;7;SWT;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;0;2;2;
2SWB_8912;7;SWT;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1516;0;2;2;
2SWB_8922;7;SWT;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;2;2;2;
2SWB_8922;7;SWT;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2SWB_8922;7;SWT;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2SWB_8942;7;SWT;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;SS15;2;2;2;
2SWB_8942;7;SWT;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1415;0;2;2;
2SWB_8942;7;SWT;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1516;0;2;2;
2SWB_8998;7;SWT;Systeme der Elektromobilit�t;W;2;2;IT;IT;;1168;LB Decker;Markus;;;FALSCH;IT;;SS15;2;2;2;
2SWB_8998;7;SWT;Systeme der Elektromobilit�t;W;2;2;IT;IT;;1168;LB Decker;Markus;;;FALSCH;IT;;WS1516;0;2;2;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;SS15;1,2;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;0,4;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;SS15;0,4;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;WS1415;0,6;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;SS15;0,4;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;0,2;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;SS15;2;0;0;
2TIB_6011;6;TIB;Studienarbeit;P;0;0;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;WS1415;2;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;SS15;2;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;0;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;SS15;0;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;0;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;SS15;1,6;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;WS1415;1,6;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;SS15;2;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;WS1415;2;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;SS15;0,4;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;0;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;SS15;2;0;0;
2TIB_7000;7;TIB;Bachelorarbeit;P;0;0;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;WS1415;2;0;0;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;1;2;2;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1415;0;2;2;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;2;2;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;SS15;1;0;0;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;WS1415;0;0;0;
2TIB_8651;7;TIB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;WS1516;0;0;0;
2TIB_8702;7;TIB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;
2TIB_8702;7;TIB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1415;0;2;2;
2TIB_8702;7;TIB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1516;0;2;2;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;SS15;0;0;0;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;WS1415;0;0;0;
2TIB_8722;7;TIB;Einf�hrung in CAD;W;2;2;IT;IT;;1101;LB Brill; Michael;;;FALSCH;IT;;WS1516;0;0;0;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;SS15;0;2;2;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1415;1;2;2;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1516;0;2;2;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;SS15;0;0;0;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1415;0;0;0;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1516;0;0;0;
2TIB_8732;7;TIB;Kfz-Systeme ;W;2;2;IT;IT;;1210;LB Maurer;Thomas;;;FALSCH;IT;Marchthaler;WS1415;1;0;0;
2TIB_8742;7;TIB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;"
2TIB_8742;7;TIB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1415;0;2;2;"
2TIB_8742;7;TIB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1516;0;2;2;"
2TIB_8812;7;TIB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2TIB_8812;7;TIB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2TIB_8812;7;TIB;Algorithmen;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2TIB_8832;7;TIB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;0;2;2;
2TIB_8832;7;TIB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0;2;2;
2TIB_8832;7;TIB;IT-Sicherheit;W;2;2;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1516;0;2;2;
2TIB_8842;7;TIB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;SS15;0;2;2;
2TIB_8842;7;TIB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1415;0;2;2;
2TIB_8842;7;TIB;Fernsehtechnik;W;2;2;IT;IT;;1010;LB Schulz;Peter;;;FALSCH;IT;Buck;WS1516;0;2;2;
2TIB_8852;7;TIB;Technischer Vertrieb;W;2;2;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;0;0;0;
2TIB_8852;7;TIB;Technischer Vertrieb;W;2;2;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;0;0;0;
2TIB_8852;7;TIB;Technischer Vertrieb;W;2;2;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1516;0;0;0;
2TIB_8882;7;TIB;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;SS15;0;2;2;
2TIB_8882;7;TIB;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;WS1415;0;2;2;
2TIB_8882;7;TIB;Systemarchitekturen mit .NET;W;2;2;IT;IT;;1071;LB Erath;Patrick;;;FALSCH;IT;Goll;WS1516;0;2;2;
2TIB_8912;7;TIB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0;2;2;
2TIB_8912;7;TIB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;0;2;2;
2TIB_8912;7;TIB;Kryptologie;W;2;2;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1516;0;2;2;
2TIB_8922;7;TIB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2TIB_8922;7;TIB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2TIB_8922;7;TIB;Numerische Methoden;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2TIB_8942;7;TIB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;SS15;0;2;2;
2TIB_8942;7;TIB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1415;0;2;2;
2TIB_8942;7;TIB;Paralles Rechnen;W;2;2;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1516;0;2;2;
2TIB_8999;7;TIB;Zuverl�ssigkeit u. Sicherheit automotive Systems Software;W;2;2;IT;IT;;1132;LB Dold;Axel;;;FALSCH;IT;;WS1415;1;0;0;
2TIB_8999;7;TIB;Zuverl�ssigkeit u. Sicherheit automotive Systems Software;W;2;2;IT;IT;;1190;LB Westermann;Markus;;;FALSCH;IT;;WS1415;1;0;0;
3MIB_5013;5;MIB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
3MIB_5013;5;MIB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
3MIB_5013;5;MIB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
3SWB_4033;5;ITA;Ingenieursmethodiken;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
3SWB_4033;5;ITA;Ingenieursmethodiken;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
3SWB_4033;5;ITA;Ingenieursmethodiken;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
3SWB_5013;5;SWB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
3SWB_5013;5;SWB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
3SWB_5013;5;SWB;Betriebliche Praxis;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
3SWB_5023;5;ITB;Ingenieursmethodiken;P;3;4;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;3;4;
3SWB_5023;5;ITB;Ingenieursmethodiken;P;3;4;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;3;4;
3SWB_5023;5;ITB;Ingenieursmethodiken;P;3;4;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;3;4;
