sbjNo;sbjlevel;studyPrg;sbjName;elective;numCurr;numSchd;srvProvider;srvClient;sbjNotes;lecNo;lecName;lec1stn;lecRoom;lecNotes;isprof;lecDept;supervisor;term;cntLec;cntCurr;cntSchd;assNotes
1057001-TIB;7;TIB;Wissenschaftliche Vertiefung;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1057001-WKB;7;WKB;Wissenschaftliche Vertiefung;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
1057001-WKB;7;WKB;Wissenschaftliche Vertiefung;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
1057001-WKB;7;WKB;Wissenschaftliche Vertiefung;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1057002-MIB;7;MIB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
1057002-MIB;7;MIB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
1057002-MIB;7;MIB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1057002-SWB;7;SWB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
1057002-SWB;7;SWB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
1057002-SWB;7;SWB;Kolloquium ;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1057002-TIB;7;TIB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
1057002-TIB;7;TIB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
1057002-TIB;7;TIB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1057002-WKB;7;WKB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;SS15;0;0;0;
1057002-WKB;7;WKB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;0;0;
1057002-WKB;7;WKB;Kolloquium;P;0;0;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1516;0;0;0;
1KTB_4001;4;ITA;Betriebswirtschaft;P;4;4;IT;IT;;1074;LB B�hler," M.;Martin;;;FALSCH;IT;Schmidt;WS1415;1",5;4;4;
1KTB_4011;4;ITA;Projektmanagement;P;1;2;IT;IT;;1149;LB Roux;Manfred;;;FALSCH;IT;;WS1415;0,5;1;0;
1KTB_4021;4;ITA;Computerarchitektur 3;P;4;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;2;4;4;
1KTB_4031;4;ITA;Labor Computerarchitektur 3;P;1;4;IT;IT;;34;LB Redmers;Armin;;Mo 5.+6. Stunde;FALSCH;IT;Zimmermann;WS1415;1;0;0;
1KTB_4031;4;ITA;Labor Computerarchitektur 3;P;1;4;IT;IT;;35;LB Haag;Roland;;Mo 5.+6. Stunde;FALSCH;IT;Zimmermann;WS1415;1;1;4;
1KTB_4041;4;ITA;Systemtechnik 1;P;4;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;2;4;4;
1KTB_4051;4;ITA;Labor Systemtechnik 1;P;1;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;0,5;1;4;
1KTB_4061;4;ITA;Echtzeitsysteme;P;4;4;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;2;4;4;
1KTB_4071;4;ITA;Labor Echtzeitsysteme;P;1;4;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;0,5;1;4;
1KTB_4081;4;ITA;Rechnernetze 1;P;4;4;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;1;4;4;
1KTB_4091;4;ITA;Labor Rechnernetze 1;P;1;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0,5;1;4;
1KTB_4101;4;ITA;Objektorientierte Systeme 1;P;3;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1,5;3;2;
1KTB_4111;4;ITA;Labor Objektorientierte Systeme 1;P;2;4;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1;2;4;
1KTB_6021;6;KTB;Labor Digitale Signalverarbeitung;P;1;4;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;0;1;4;
1KTB_6031;6;KTB;Digitale Signalverarbeitung;P;4;4;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;0;4;4;
1KTB_6041;6;KTB;Labor Rechnernetze 2;P;1;4;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0,5;1;4;
1KTB_6041;6;KTB;Labor Rechnernetze 2;P;1;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0,5;0;0;
1KTB_6051;6;KTB;Rechnernetze 2;P;4;4;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;2;0;0;
1KTB_6051;6;KTB;Rechnernetze 2;P;4;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;2;4;4;
1KTB_6051;6;KTB;Rechnernetze 2;P;4;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1516;4;0;0;
1SWB_4001;4;ITB;Betriebswirtschaft;P;4;4;IT;IT;;1074;LB B�hler," M.;Martin;;;FALSCH;IT;Schmidt;WS1415;2;4;4;"
1SWB_4011;4;ITB;Projektmanagement;P;1;2;IT;IT;;1149;LB Roux;Manfred;;;FALSCH;IT;;WS1415;0,5;1;0;
1SWB_4021;4;ITB;Computerarchitektur 3;P;4;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;2;4;4;
1SWB_4031;4;ITB;Labor Computerarchitektur 3;P;1;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;0;1;4;
1SWB_4041;4;ITB;Systemtechnik 1;P;4;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;2;4;4;
1SWB_4051;4;ITB;Labor Systemtechnik 1;P;1;4;IT;IT;;22;Zimmermann;Werner;F1.351;;WAHR;IT;;WS1415;0,5;1;4;
1SWB_4061;4;ITB;Echtzeitsysteme;P;4;4;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;2;4;4;
1SWB_4071;4;ITB;Labor Echtzeitsysteme;P;1;4;IT;IT;;1053;Friedrich;J�rg;;;WAHR;IT;;WS1415;0,5;1;4;
1SWB_4081;4;ITB;Rechnernetze 1;P;4;4;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;1;4;4;
1SWB_4091;4;ITB;Labor Rechneretze 1;P;1;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0,5;1;4;
1SWB_4101;4;ITB;Objektorientierte Systeme 1;P;3;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1,5;3;4;
1SWB_4111;4;ITB;Labor Objektorientierte Systeme 1;P;2;4;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1;0;0;
1SWB_6021;6;SWT;Projekt Datenbanken;P;2;4;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;2;2;2;
1SWB_6021;6;SWT;Projekt Datenbanken;P;2;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;2;2;2;
1SWB_6021;6;SWT;Projekt Datenbanken;P;2;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1516;2;2;2;
1SWB_6031;6;SWT;Datenbanken 2;P;4;4;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;3;3;4;
1SWB_6031;6;SWT;Datenbanken 2;P;4;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;3;3;4;
1SWB_6031;6;SWT;Datenbanken 2;P;4;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1516;3;3;4;
1SWB_6081;6;SWT;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;1;1;4;
1SWB_6081;6;SWT;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;1;1;4;
1SWB_6081;6;SWT;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;1;1;4;
1SWB_6081x;6;SWM;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;0;1;4;
1SWB_6081x;6;SWM;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;0;1;4;
1SWB_6081x;6;SWM;Labor Graf. Benutzungsoberfl�chen;P;1;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;0;1;4;
1SWB_6091;6;SWT;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;4;4;4;
1SWB_6091;6;SWT;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;4;4;4;
1SWB_6091;6;SWT;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;4;4;4;
1SWB_6091x;6;SWM;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;0;4;4;
1SWB_6091x;6;SWM;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;0;4;4;
1SWB_6091x;6;SWM;Graf. Benutzungsoberfl�chen;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;0;4;4;
1SWM_6021;6;SWM;Projekt Datenbanken;P;2;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;0;2;2;
1SWM_6021;6;SWM;Projekt Datenbanken;P;2;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1415;0;2;2;
1SWM_6021;6;SWM;Projekt Datenbanken;P;2;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1516;0;2;2;
1SWM_6031;6;SWM;Datenbanken 2;P;4;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;SS15;0;4;4;
1SWM_6031;6;SWM;Datenbanken 2;P;4;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1415;0;4;4;
1SWM_6031;6;SWM;Datenbanken 2;P;4;4;IT;IT;;16;Nonnast;J�rgen;F1.454;;WAHR;IT;;WS1516;0;4;4;
1SWM_6041;6;SWM;Labor Digitale Medien;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;SS15;0;1;4;
1SWM_6041;6;SWM;Labor Digitale Medien;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;WS1415;0;1;4;
1SWM_6041;6;SWM;Labor Digitale Medien;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;WS1516;0;1;4;
1SWM_6051;6;SWM;Digitale Medien;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0;4;4;
1SWM_6051;6;SWM;Digitale Medien;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;0;4;4;
1SWM_6051;6;SWM;Digitale Medien;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1516;0;4;4;
1SWM_6061;6;SWM;Labor Virtuelle Realit�t;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;SS15;0;0;4;
1SWM_6061;6;SWM;Labor Virtuelle Realit�t;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;WS1415;1,5;0;4;
1SWM_6061;6;SWM;Labor Virtuelle Realit�t;P;1;4;IT;IT;;1130;LB Berg;Oliver;;;FALSCH;IT;;WS1516;0;0;4;
1SWM_6071;6;SWM;Virtuelle Realit�t;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0;4;4;
1SWM_6071;6;SWM;Virtuelle Realit�t;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;4;4;4;
1SWM_6071;6;SWM;Virtuelle Realit�t;P;4;4;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1516;0;4;4;
1SWM_6071;6;SWM;Virtuelle Realit�t;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;0;0;0;
1SWM_6081;6;SWM;Labor Interaktive Systeme;P;1;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;1;4;
1SWM_6081;6;SWM;Labor Interaktive Systeme;P;1;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;1;4;
1SWM_6081;6;SWM;Labor Interaktive Systeme;P;1;4;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;0;1;4;LB Michael Marek
1SWM_6091;6;SWM;Interaktive Systeme;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;4;4;
1SWM_6091;6;SWM;Interaktive Systeme;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;4;4;
1SWM_6091;6;SWM;Interaktive Systeme;P;4;4;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;0;4;4;LB Michael Marek
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;SS15;0,5;0;0;
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;WS1415;1;0;0;
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;1137;LB Gr�ttner;Emil;;;FALSCH;IT;;WS1415;0;0;0;
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;1174;LB Koller;Micha;;;FALSCH;IT;;SS15;0,5;0;0;
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;1174;LB Koller;Micha;;;FALSCH;IT;;WS1516;0,5;0;0;
1SWT_6041;6;SWT;Labor Obj.orientierte Systeme 2;P;1;4;IT;IT;;1213;LB Goll;Joachim;;;FALSCH;IT;Schmidt;WS1516;0,5;0;0;
1SWT_6051;6;SWT;Obj.orientierte Systeme 2;P;4;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;SS15;4;0;0;
1SWT_6051;6;SWT;Obj.orientierte Systeme 2;P;4;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;WS1415;4;0;0;
1SWT_6051;6;SWT;Obj.orientierte Systeme 2;P;4;4;IT;IT;;1213;LB Goll;Joachim;;;FALSCH;IT;Schmidt;WS1516;4;0;0;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1007;LB M�ller-Hofmann;Frank;;;FALSCH;IT;Goll;SS15;0,5;1;4;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1007;LB M�ller-Hofmann;Frank;;;FALSCH;IT;Goll;WS1415;1;1;4;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1007;LB M�ller-Hofmann;Frank;;;FALSCH;IT;Goll;WS1516;0,5;1;4;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1139;LB Hiller;Martin;;;FALSCH;IT;;SS15;0,5;0;0;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1139;LB Hiller;Martin;;;FALSCH;IT;;WS1415;1;0;0;
1SWT_6061;6;SWT;Labor Softwarearchitektur;P;1;4;IT;IT;;1139;LB Hiller;Martin;;;FALSCH;IT;;WS1516;0,5;0;0;
1SWT_6071;6;SWT;Softwarearchitektur;P;4;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;SS15;4;4;4;
1SWT_6071;6;SWT;Softwarearchitektur;P;4;4;IT;IT;;5;Goll;Joachim;F1.456;;WAHR;IT;;WS1415;4;4;4;
1SWT_6071;6;SWT;Softwarearchitektur;P;4;4;IT;IT;;1213;LB Goll;Joachim;;;FALSCH;IT;Schmidt;WS1516;4;4;4;
1SWT_6101;6;SWT;Labor Rechnerbetrieb;P;1;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;1;1;4;
1SWT_6101;6;SWT;Labor Rechnerbetrieb;P;1;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;1;1;4;
1SWT_6101;6;SWT;Labor Rechnerbetrieb;P;1;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;1;1;4;
1SWT_6111;6;SWT;Rechnerbetrieb;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;4;0;0;
1SWT_6111;6;SWT;Rechnerbetrieb;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;4;0;0;
1SWT_6111;6;SWT;Rechnerbetrieb;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;4;0;0;
1TIB_6061;6;TIB;Labor Maschinelles Sehen;P;1;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;SS15;0,5;0;0;
1TIB_6061;6;TIB;Labor Maschinelles Sehen;P;1;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;1;1;4;
1TIB_6061;6;TIB;Labor Maschinelles Sehen;P;1;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1516;0,5;0;0;
1TIB_6071;6;TIB;Maschinelles Sehen;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;SS15;2;0;0;
1TIB_6071;6;TIB;Maschinelles Sehen;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;4;4;4;
1TIB_6071;6;TIB;Maschinelles Sehen;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1516;2;0;0;
2IT7001;7;SWT;Social Software im Enterprise-Umfeld;W;2;2;IT;IT;;1013;LB nn;;;;FALSCH;IT;;SS15;0;2;2;
2IT7001;7;SWT;Social Software im Enterprise-Umfeld;W;2;2;IT;IT;;1013;LB nn;;;;FALSCH;IT;;WS1516;0;2;2;
2IT7001;7;SWT;Social Software im Enterprise-Umfeld;W;2;2;IT;IT;;1204;LB S�llner;Benjamin;;;FALSCH;IT;Schmidt;WS1415;0,5;0;0;
2KTB_5001;5;KTB;Ingenieurmethodiken 2;P;4;0;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;2;0;0;
2KTB_5002;4;ITA;Ingenieurmethodiken 2;P;3;0;IT;IT;;29;LB Haas;Hubert;;;FALSCH;IT;Schmidt;WS1415;1,5;0;0;
2KTB_5002;4;ITA;Ingenieurmethodiken 2;P;3;0;IT;IT;;30;LB Krauss;Reinhard;;;FALSCH;IT;Schmidt;WS1415;2;0;0;
2KTB_5002;4;ITA;Ingenieurmethodiken 2;P;3;0;IT;IT;;83;LB Doll-Richter;Brigitte;;;FALSCH;IT;Schmidt;WS1415;1;0;0;
2KTB_5002;4;ITA;Ingenieurmethodiken 2;P;3;0;IT;IT;;1128;LB Bechtolsheim," v.;Brigitte;;;FALSCH;IT;;WS1415;2;0;0;"
2KTB_6011;6;KTB;Studienarbeit;P;0;0;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;0;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0,4;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;SS15;0;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;0;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;0,8;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;SS15;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;17;Schmidt;Reinhard;F1.419;;WAHR;IT;;WS1415;1;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;SS15;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;SS15;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;SS15;0;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;1022;Lindermeir;Walter Matthias;F1.451;;WAHR;IT;;WS1415;0,2;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;SS15;0;0;0;
2KTB_6011;6;KTB;Studienarbeit;P;0;0;IT;IT;;1055;V�terlein;Peter;F 1,452;;WAHR;IT;;WS1415;0,2;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;SS15;0;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;GS;IT;;1072;Schoop;Dominik;F 1.3;;WAHR;GS;;WS1415;0,8;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;SS15;0;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;0;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;SS15;0;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;15;Melcher;Harald;F1.457;;WAHR;IT;;WS1415;0,8;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;SS15;0;0;0;
2KTB_7000;7;KTB;Bachelorarbeit;P;0;0;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;0;0;0;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;2;2;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1415;0;2;2;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;2;2;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;SS15;0;0;0;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;WS1415;0;0;0;
2KTB_8651;7;KTB;Web-Technologien;W;2;2;IT;IT;;1111;LB Bosch;Andy;;;FALSCH;IT;Beck;WS1516;0;0;0;
2KTB_8702;7;KTB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;
2KTB_8702;7;KTB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1415;0;2;2;
2KTB_8702;7;KTB;Vertrags- und Internet-Recht;W;2;2;IT;IT;;1009;LB Schlie�;Markus;;Mi. 1. Stunde;FALSCH;IT;Schmidt;WS1516;0;2;2;
2KTB_8722;7;KTB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;2;2;
2KTB_8722;7;KTB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;2;2;
2KTB_8722;7;KTB;Einf�hrung in CAD;W;2;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;SS15;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1415;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1102;LB Mallebrein;Georg;;;FALSCH;IT;;WS1516;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;SS15;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1415;0;2;2;
2KTB_8732;7;KTB;Kfz-Systeme ;W;2;2;IT;IT;;1156;LB Stabrey;Stephan;;;FALSCH;IT;;WS1516;0;2;2;
2KTB_8742;7;KTB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;SS15;0;2;2;"
2KTB_8742;7;KTB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1415;0;2;2;"
2KTB_8742;7;KTB;Qualit�tstechniken;W;2;2;IT;IT;;39;LB Gr�bel;Herbert;;Fr nachmittags," 14 t�gig 5 und 6 Stunde;FALSCH;IT;Schmidt;WS1516;0;2;2;"
